127 0 0
129 1 0
131 3 0
133 5 0
135 7 0
137 9 0
139 11 0
141 13 0
143 15 0
145 17 0
147 19 0
149 21 0
151 23 0
153 25 0
155 27 0
157 29 0
159 31 0
161 33 0
163 35 0
165 37 0
167 39 0
169 41 0
171 43 0
173 45 0
175 47 0
177 49 0
179 51 0
181 53 0
183 55 0
185 57 0
187 59 0
189 61 0
191 63 0
193 65 0
195 67 0
197 69 0
199 71 0
201 73 0
203 75 0
205 77 0
207 79 0
209 81 0
211 83 0
213 85 0
215 87 0
217 89 0
219 91 0
221 93 0
223 95 0
225 97 0
227 99 0
229 101 0
231 103 0
233 105 0
235 107 0
237 109 0
239 111 0
241 113 0
243 115 0
245 117 0
247 119 0
249 121 0
251 123 0
253 125 0
255 127 0
255 129 0
255 131 0
255 133 0
255 135 0
255 137 0
255 139 0
255 141 0
255 143 0
255 145 0
255 147 0
255 149 0
255 151 0
255 153 0
255 155 0
255 157 0
255 159 0
255 161 0
255 163 0
255 165 0
255 167 0
255 169 0
255 171 0
255 173 0
255 175 0
255 177 0
255 179 0
255 181 0
255 183 0
255 185 0
255 187 0
255 189 0
255 191 0
255 193 0
255 195 0
255 197 0
255 199 0
255 201 0
255 203 0
255 205 0
255 207 0
255 209 0
255 211 0
255 213 0
255 215 0
255 217 0
255 219 0
255 221 0
255 223 0
255 225 0
255 227 0
255 229 0
255 231 0
255 233 0
255 235 0
255 237 0
255 239 0
255 241 0
255 243 0
255 245 0
255 247 0
255 249 0
255 251 0
255 253 0
254 254 1
254 254 3
254 254 5
253 254 8
253 254 10
252 254 13
252 253 15
252 253 17
251 253 20
251 253 22
250 253 25
250 253 27
250 253 29
249 252 32
249 252 34
248 252 36
248 252 39
248 252 41
247 252 44
247 251 46
246 251 48
246 251 51
246 251 53
245 251 56
245 251 58
245 251 60
244 250 63
244 250 65
243 250 67
243 250 70
243 250 72
242 250 75
242 249 77
241 249 79
241 249 82
241 249 84
240 249 87
240 249 89
239 248 91
239 248 94
239 248 96
238 248 98
238 248 101
237 248 103
237 248 106
237 247 108
236 247 110
236 247 113
235 247 115
235 247 118
235 247 120
234 246 122
234 246 125
234 246 127
233 246 129
233 246 132
232 246 134
232 245 137
232 245 139
231 245 141
231 245 144
230 245 146
230 245 149
230 245 151
227 243 152
225 242 153
222 240 153
219 238 154
216 236 154
213 235 155
210 233 155
208 231 156
205 230 157
202 228 157
199 226 158
196 224 158
193 223 159
191 221 159
188 219 160
185 218 161
182 216 161
179 214 162
177 212 162
174 211 163
171 209 164
168 207 164
165 206 165
162 204 165
160 202 166
157 200 166
154 199 167
151 197 168
148 195 168
146 194 169
143 192 169
140 190 170
137 189 171
134 187 171
131 185 172
129 183 172
126 182 173
123 180 173
120 178 174
117 177 175
114 175 175
112 173 176
109 171 176
106 170 177
103 168 177
100 166 178
97 165 179
95 163 179
92 161 180
89 159 180
86 158 181
83 156 182
81 154 182
78 153 183
75 151 183
72 149 184
69 147 184
66 146 185
64 144 186
61 142 186
58 141 187
55 139 187
52 137 188
50 136 189
